1.70859-0.9609022i,-0.2991113+0.3385714i,-0.489412-0.1386235i,0.7895491-0.1909903i,0.0785447-0.5014473i,-0.3672467+0.4051203i,0.2334305+0.182245i,0.7689576-1.356772i,0.03261088-0.5161191i,-0.5455257+0.9429443i,-0.8565398+0.5588008i,-0.07901619-0.3408326i,0.02360399+0.093325i,-0.890268-0.6467369i,0.01646345-0.4880281i,-0.1050198+0.01732844i,0.5484874+0.501688i,0.6044248+0.4837362i,0.8144503-1.61173i,1.625099-0.5461827i,1.247844-0.6165357i,-0.2898713-0.4687683i,0.1140206-0.7827427i,0.2394115+1.429866i,-0.1882392-0.301031i,0.5219837-1.015442i,0.3527403+0.5975325i,-0.3347555-0.1582999i,0.4408599+0.6866343i,-0.6116174-0.02617268i,0.6123832+0.0986253i,0.01887495+1.233188i,-0.7243085-0.7766409i,0.01087217-1.031084i,-0.03868763+1.619638i,-0.1972319+1.1768i,0.003925896+0.419679i,0.3353598+1.42884i,0.3285826-0.1724518i,-0.2858009+0.721852i,1.588079-0.1259601i,1.150907+0.1586512i,-0.5920402-0.3589339i,0.9265469-0.02073838i,0.4290984-0.3591695i,-0.7759047-0.7598888i,-0.2321697-0.272587i,-0.31621+0.1311589i,1.166368+0.3372694i,0.2063598-0.1525864i,-0.8254427-0.7001003i,0.2784699-0.06004575i,-0.09796523-0.2336942i,-0.1257531+0.3023419i,0.2309785-0.0009755277i,0.2220519+0.3308682i,-0.2126923-0.3039498i,-0.6732203-0.2190676i,1.445537+1.009369i,1.79978-0.4041594i,-0.003189957+1.164631i,-0.2801307+0.1919477i,0.1916384-0.8495442i,0.732892-1.311462i
0.07870589+0.3416529i,0.02648832+0.3263453i,0.6434014-0.0523351i,-0.1908673+0.1167646i,0.7811764-0.2418589i,-0.3309479-0.854771i,-1.141297-0.4759568i,-1.047149+0.3251453i,-0.02929395-0.1992744i,-0.2847799+0.3167208i,-0.02757039-0.7998459i,-0.1375996+0.2839859i,-1.202945-0.6815274i,-0.7321411+0.6827989i,1.013719+0.2818869i,-1.145101-0.7093675i,-0.6273158+0.7455204i,0.5660119+0.4890746i,-1.071895+1.400068i,-0.8263933-1.886068i,-0.464992+0.7669111i,0.3949144-0.5681695i,-0.2520301-0.05415667i,0.02040834+1.722885i,0.654591-0.2496408i,-1.01053-0.6680155i,0.4841861+1.112818i,0.2243465-0.4444392i,-0.843704-0.05407713i,-0.3561153-1.31798i,-0.7199085-0.7217734i,1.819401-0.8439379i,-0.6844105+0.02775884i,-0.3087246+0.01160787i,-0.4187632-0.259398i,0.3725412-0.03874704i,-0.6361126-0.9356902i,-0.9141466+0.8329243i,0.1697001-0.2228553i,-0.1116713+0.8133955i,-0.1935987+0.5848375i,-0.4368165+0.9894348i,-1.17701-1.060008i,-0.4988689+0.1676018i,0.6937731-1.083619i,0.08423247-0.08361288i,0.5431213+0.2434647i,-0.6763257-1.786577i,0.874329+0.6779274i,0.01410795-0.6064304i,1.194174-0.471956i,-0.1888635-0.7010829i,-0.6754026-0.6180309i,-0.6598694+0.03551713i,-0.4562624-0.9851506i,0.5684385-0.2918841i,-0.9415482-0.7377596i,1.104192-0.2137914i,0.1261386+0.5544065i,0.862499-0.1596456i,-0.1399798-0.1920438i,-0.1887726-0.8358413i,1.166527-1.558133i,-0.8063383-0.3132845i
-0.2724261-0.4326636i,0.5638511-0.7123454i,-1.25851-0.1301116i,-1.55014+0.09747152i,0.8941444+1.163986i,0.1241567-0.3279544i,-0.6186314-0.5797099i,-0.9979016+0.803781i,0.1631381+0.5009279i,-0.6369359-0.5004699i,0.5633795+0.2708653i,0.3876914-0.3002207i,1.333301-0.4540083i,0.1645927-0.2856782i,0.5414656-0.212548i,0.1743749-0.8481386i,-0.2964147+1.247348i,0.6064755-0.03434552i,0.7343329-0.915089i,-0.6177698+0.3114963i,0.4371604+0.1848036i,0.7406398-0.01306855i,-0.3502926+0.7667059i,-0.2674621-1.136402i,0.4003648+0.5762576i,1.424752-0.1588055i,-0.0958003+0.02693814i,0.003356217-0.9477722i,0.3877556+0.1284749i,0.8816631+0.02959034i,-0.04850042-0.8087398i,0.7468064+0.2536488i,-0.4463468-0.6487636i,-0.5959545-1.460274i,-0.6239674-0.736949i,0.2451567+0.116502i,-0.1566851+1.389733i,-0.09788672+0.05967642i,-0.8276516+1.021694i,-0.2598779+0.9301201i,-0.4099614-0.177243i,-0.4179941-1.236386i,-1.27935+0.8603534i,0.691501+0.04554847i,0.9250623+0.02069229i,0.1244184+0.1807134i,1.744062-1.608801i,0.5652955-1.014017i,0.2831791+0.7890102i,-0.3127198-0.353901i,-0.08719677-0.06907129i,-0.2143522-0.2456048i,-1.594639-1.581573i,0.02342098+0.5381442i,0.7883044-0.4377826i,0.4464375-0.6712557i,0.3708757+1.055353i,-0.6248875+0.1616211i,0.6422988+0.2241608i,0.9217032-0.4476099i,0.2644835-1.143832i,-0.08454149+0.09934591i,-0.5129579+0.5320373i,0.05636472-0.6598995i
0.431352-0.1190024i,0.8294788-0.5436563i,-0.3385481-0.833381i,-0.2858537+0.418478i,0.2245867+0.9217318i,-1.071472+1.510581i,0.2241-0.7574607i,-0.2762126+0.2576175i,-0.3815514+0.5079921i,0.2510974-0.6066922i,-0.1901624+0.4577391i,-0.5798295+0.7212099i,-0.01580805-0.153159i,-0.02617467-0.3844562i,-1.084173-0.5054842i,0.1321641-1.252008i,-1.041906+1.232205i,-0.5890012-0.5944949i,-0.102915-0.03790974i,0.3581798-0.7317806i,0.2740217-0.9481884i,0.01978303-0.19463i,-0.2593954+0.6192032i,0.2100366-0.419036i,-0.912173+0.4753091i,-0.4470389+0.281784i,0.2571646-0.7451964i,1.190789-0.3375086i,0.4747857+0.2000227i,0.613947-0.3537385i,-2.254622-0.614977i,0.01203393-0.008575473i,0.5041444+0.7248488i,-0.383518+0.2790835i,-0.7023031-0.3004522i,1.157566+0.03150239i,-0.4201871+0.4454579i,0.02443603+0.07697515i,-0.1572107-0.6307307i,1.190432-0.9877319i,-1.124998-0.5949538i,0.1183924+0.519144i,0.6632354+1.088842i,-0.9467512-0.3296895i,-0.5292715-0.2017344i,0.6441288-1.432679i,0.5088342-0.1799668i,-0.05009834-0.06522862i,-0.6945544-0.2115033i,1.036649+0.618351i,0.1098277-0.3214794i,1.025007-0.4000335i,0.004967876+0.652559i,0.733632+0.255497i,0.8421348-0.002108997i,0.119412+1.115582i,-1.315769+0.5903537i,-0.07884327-0.5982594i,0.701592+1.378684i,1.21208-1.065064i,0.1423433-0.8392408i,1.311413+0.5751165i,-0.2236392+0.1770349i,0.06003493+0.01082073i
1.240615-0.2167629i,-1.540631-0.6928342i,-0.7233952+0.2604986i,1.026817+0.3364921i,0.9855782+0.6440587i,1.483174-1.559701i,1.456261+0.4015623i,-0.2639124+1.063514i,-0.132952+0.8933014i,0.9727101-0.03027278i,0.7340021+1.021963i,-0.8014039+0.773515i,-0.1570747-0.3394432i,-0.8172438-1.49882i,-1.671435+0.08033037i,0.3503648+0.05996695i,-0.00177905+0.3874637i,1.179033-0.1302171i,-0.000998478+0.06472588i,-0.01234357+0.7065711i,0.05271833-1.450686i,-0.6192047+0.4772158i,-0.5677119-0.08052542i,-0.1955855+0.8177904i,-0.2800527-0.1739254i,-0.01268921+0.3543242i,-0.4620136+0.06314941i,-0.1824055-0.1300125i,0.4391369-0.01112977i,1.011124+0.0003125253i,-1.154831-0.3044432i,1.139806+0.3471782i,0.4669971-0.4057555i,0.2144839-1.210313i,1.236924+0.3478447i,0.3118149-0.7500557i,0.6432675+0.7820198i,-1.762397+1.05733i,-0.173898-0.3654356i,-1.176075-0.08137923i,0.3507869-0.7667708i,-0.08380371+0.5798847i,-0.434148+0.585071i,-1.045664-0.8506799i,-0.5853897+0.3541743i,0.1566734+0.6704201i,1.253365-0.7696396i,-0.06994032+0.1028729i,-0.547664-0.3890541i,-0.4464478-0.1734122i,-1.195699+0.2224706i,0.9020097+0.2029996i,-0.07753582-1.105742i,-0.8225705+1.8207i,-0.6921077+0.030495i,-0.2324668-0.20848i,-0.3401212-0.1408042i,0.003158811-0.293152i,-0.623181+0.5723037i,-0.7463252+1.662848i,-0.5904484-0.4289819i,-0.2616335-1.510089i,1.168755-0.5352754i,0.2315963-0.4700255i
0.789161+0.1914759i,0.2546425+0.1236367i,0.5658289+0.6859685i,0.1613742+0.0170445i,-0.2965536+1.055224i,0.1218692-0.06065983i,-0.4339303+1.15228i,0.1422646+0.8472786i,-1.402334-0.9376295i,0.6571317+0.6632153i,-0.6909999-0.7336689i,-1.02497+0.3819742i,-0.08354654+0.3253468i,-0.04875132+0.1627797i,-0.3212092+1.267345i,0.2432903-0.8170877i,0.8950995-0.2630097i,-0.2399165-0.3929342i,-0.05391423-0.2260712i,-0.6427559+0.1982414i,-1.650322-0.3364238i,2.254216-0.6031622i,-0.06233189-0.223268i,-0.7681882+0.4931142i,-0.435217-0.01261953i,-0.7581659-0.5956313i,-0.4805593-0.7544084i,-1.751341-0.0006592255i,0.470224-0.9908862i,0.7490792+0.852246i,-1.118336+0.6202i,-0.1446637+0.0809256i,0.05091649-0.1429308i,-0.1650552-0.7762412i,1.218583+0.480309i,0.222444+0.3770992i,0.6900969+0.3957023i,1.650964+1.589282i,0.2510009+0.233225i,-0.5295532+1.200086i,0.456917-0.3631121i,0.3749871+0.4344639i,0.7073352-0.2081218i,0.7129261-0.491689i,2.007735+0.5568385i,-0.9464637-1.152767i,0.3386956-0.08906136i,0.5880718+0.2498243i,-0.8462667-0.2387857i,0.06102651+1.187447i,-0.9147585-0.1505153i,0.171688-0.230987i,-0.4103834+0.0995698i,-0.8597373+0.2400925i,0.2221422-0.5109097i,1.21113-0.2923896i,0.1293095+0.1591874i,-0.06492571+0.03022099i,0.2168572-1.12867i,0.3993384-0.03595464i,-0.5566757-0.536183i,1.287004-0.8199396i,0.7259196-0.6033863i,0.6843844+0.8957383i
0.1843767-0.1202391i,-0.9300907-0.4962375i,-0.3619883-0.004891775i,-1.106813-0.9702204i,-0.292235-0.9042938i,0.5114959-0.110203i,-0.01369253-1.187781i,-1.286962+0.4484653i,0.9690587+0.2033968i,0.02319609+0.1061525i,0.3540629+0.05044011i,-0.08400275-0.547525i,0.1828854-0.9820717i,-0.599571-0.05686305i,-1.525152+0.9160827i,0.0257446-0.2024086i,-0.1523739+1.200508i,-0.4046028-0.2815705i,0.9311444-0.4719377i,-0.09892108-0.1501051i,-0.6762922-0.3018958i,0.6531794+0.5305104i,-0.2086251+0.4047531i,-1.331135-0.4007772i,0.7895762-1.441383i,-1.00781+0.2489824i,0.2802343-0.007995301i,-1.631452-0.05933443i,1.571491-1.654835i,0.3149461+1.047063i,-0.1399496+0.4593435i,-0.1034722+1.54446i,0.4240829-0.670453i,1.013154-0.12909i,1.030944+0.73831i,0.3734812-0.02921i,-0.1586519+1.005872i,0.2230422+0.1981658i,0.9494494-0.2696286i,-0.229226-0.6964779i,0.3259614+0.6745551i,0.2425589-1.03036i,0.1724044+0.5067018i,-0.1274428+0.570679i,0.324971+0.3972657i,0.1121779+0.158398i,0.7853199+0.8063391i,-0.05831222-0.1984283i,-1.026813+0.3735417i,-0.6479602-0.2959731i,1.286422-0.2843258i,0.3903556-0.04509102i,-0.05626826-0.08999541i,-0.7212964-0.1909763i,-0.5101026-0.3727487i,-0.9897107-0.09185395i,-0.5229668+1.081404i,1.644338+0.1492554i,-0.06525264-1.271014i,-1.233142+0.3760009i,-0.1762893+0.02409213i,1.369921+0.3963686i,0.5723413+0.9988067i,-0.01840322+0.4694399i
0.04271561+0.8893934i,-1.272861-0.1465262i,-0.683654+0.3837108i,0.5664186-0.5377054i,-0.5945759+0.1914476i,0.5705101-0.0983927i,0.374767+0.03779424i,0.3880541-0.5452878i,-0.07769531-0.1565714i,-0.1632721-0.08370557i,-0.07498849-0.6410471i,-0.2905372+0.6612678i,-0.1777145-0.2789391i,0.7671527+0.1331508i,1.158889-0.7861652i,1.09557-0.4178535i,0.5283523+1.353642i,0.2334994+0.6866032i,-0.2987626+0.7506977i,-0.7874314+0.4187825i,-0.4983368+0.7967685i,1.08807+0.3065366i,1.106343+0.00699226i,-0.6123223-0.3413009i,-0.7928656-1.162567i,2.67086+0.415961i,0.2119203+0.4954723i,-0.7272906-0.08351126i,-0.2637095+0.9791642i,-0.1237843+1.081031i,-0.03009732-0.3457862i,0.5773749-0.3183167i,0.07769422-0.4758979i,-0.4100756+0.2580726i,-0.6333284-0.09665506i,-0.1787881-1.18323i,1.208265-0.2237225i,-0.02492407-1.028654i,-0.9097083+0.4554185i,-0.06216+0.223793i,0.780393-1.091525i,0.009105414-0.2005119i,0.7651327+1.127729i,-0.5715477+0.2518931i,2.146971-0.3917618i,-1.211985-0.6913567i,0.3471344+0.8875762i,-0.08104561+1.874038i,0.6107665+0.3853166i,0.8954858-1.156453i,1.061064+0.4013302i,-0.2758716+0.0341794i,0.3395193-1.519207i,0.1245061-0.08391715i,-0.1958413-0.4900291i,0.02030494-0.5480027i,0.8155348+0.2140411i,0.3401112-0.1866544i,-0.5535372-0.7507697i,0.4928688+0.4969859i,-0.633102+1.058282i,-0.3814651+0.3989634i,0.03760374+0.2096687i,1.356672+0.1676628i
0.912998+1.359752i,0.150167+0.2046423i,1.072705-0.1238142i,0.2083316+1.08119i,-0.7488674+0.355059i,0.5731099+0.1931237i,-0.5390511+0.2952231i,-0.1301538+0.1568871i,0.193875-0.8961075i,-0.0715485+0.2450299i,0.8984042+0.2102084i,-0.03253382+0.8211919i,-0.07422322-0.5805919i,0.05163765+0.7884005i,0.7022479+1.376815i,-0.0676202-1.218804i,-1.088479-0.3904083i,0.5821399+0.7817184i,-1.310755+1.26902i,0.2975248+0.7940655i,-0.9694366-0.5190331i,1.05767+0.1986432i,0.002732852-0.6625974i,0.9896274-1.115373i,1.360426-0.1847314i,0.05084846-0.1456159i,1.215884-0.892874i,-0.4206655-0.06758803i,-0.2241328-0.06915457i,0.03020218+1.190187i,0.8636811+0.1936848i,-0.2179474+0.1897598i,-0.08550073+0.1094666i,2.072013-0.345425i,-1.078926+0.5134941i,-0.5188301+1.359749i,0.3416308-0.9162936i,-0.007637546-0.9036165i,0.3070626-1.007272i,-0.2199347-0.04911213i,0.201863+0.009437521i,-0.9433848+0.6176328i,-0.2014208+0.8479563i,0.2224092+0.8103518i,-0.05276635-0.8196701i,1.445853-0.2984115i,0.8327643+0.3427463i,-0.2623434-0.5186491i,0.1635959-1.319759i,-0.08029591+0.3724957i,-0.2784356-0.2437223i,0.3062909-1.133533i,0.3224603-0.6499928i,0.4210301+1.022186i,-0.2507657-0.08440688i,-0.5954314-0.4373855i,-0.5870163+0.7856354i,1.393699+0.07702582i,-0.6820047-1.444526i,-0.06406563+2.030603i,0.06053924+1.478409i,-0.3594115+1.179092i,0.2338108-0.007631551i,0.4858909+0.006925244i
-0.6874287-0.1920248i,-0.7416548+0.3456482i,0.7156192+1.354433i,-0.3448846-0.1852183i,0.3238729-0.1818766i,0.08780277+1.084554i,-0.7093003+0.4347284i,0.8787915+0.2253423i,-0.02658734+0.4570515i,0.05459046+0.3089944i,-0.11317+0.6098264i,-0.8581479-0.5176653i,0.8458045-0.2425606i,0.1478781+0.8095633i,0.2368878+0.394639i,-0.2398445-0.3440518i,-0.2905223-0.7237734i,-0.5012502+0.1065552i,0.2438718+0.009321829i,-0.7099985-1.42146i,0.428349-1.039487i,-0.2800547-0.8073055i,1.0401-0.7078146i,0.6021529-0.1038144i,-1.30979-0.6945093i,-2.142285-0.2006643i,-0.3983448-0.361119i,-0.136669+0.3875198i,-0.02581011+1.842166i,-1.10631-0.9540609i,1.237153-0.6390519i,0.3806408-1.03966i,0.6484529-0.250428i,0.2004514+0.170346i,-1.18847+0.006960195i,0.242783-0.1056893i,-0.4631703-0.2262358i,-0.3434811-0.251053i,0.1711803+1.27766i,-0.4030767+1.542843i,0.4027433+0.4744354i,0.1399194-1.318412i,-0.1235964+0.5020919i,-0.6331523+1.715221i,0.339668+1.537437i,-0.4825543+0.113024i,1.376743-0.6755668i,-0.4603697+0.09767836i,0.8997368+0.3422103i,-1.096596-0.8914774i,0.9055569-0.2552304i,0.4628004+0.3242428i,0.5319879-0.5563586i,0.7844117+0.431504i,-0.04454355-0.3187791i,-0.4424718+1.308932i,-0.2985649+0.8447851i,1.044265-0.3359091i,0.3768167-1.062527i,0.7642583+0.7636216i,0.1571597+0.139824i,0.2622815+0.07050013i,-0.9066068+0.9559081i,-0.3127241-0.4754013i
-0.1180101-0.3305197i,-0.4297062+0.0650664i,0.1061678+1.570101i,-0.9007581+0.3645935i,-0.4128353-0.3160674i,0.271459-0.5000679i,0.6378158-0.2645282i,0.6853957+0.1761418i,-0.0354126+1.733831i,-0.1111011-0.273479i,-0.6853759+0.4647569i,0.07248683+0.2088206i,-0.3575017-0.3512923i,1.018953+0.6368879i,0.2368925-0.4825078i,-0.1717981+1.001858i,0.2103985-0.3715839i,0.3977737-0.2857651i,-0.774918-0.2422023i,0.4797308-1.023943i,-0.02954804-0.05003428i,0.4008431+0.1382723i,0.4926239+0.8068364i,-0.1154917-0.8307179i,-0.02047348-0.3932198i,1.713749-0.7488029i,-0.118382+0.1290008i,0.4138342+0.6712772i,0.3633267-0.7037731i,-0.659529+0.6978925i,-1.601217+0.03777906i,0.5219445-0.464672i,0.2048268-0.3403845i,-0.4085884-1.549059i,0.8620294+0.3382817i,0.634541+0.5259084i,1.007806+1.094225i,-0.1828326+0.3700514i,-0.2570811-0.324264i,0.4112068+0.4848741i,0.0477261-0.3261588i,-0.8254307+0.6616182i,0.9263107-0.8000878i,0.0009398597+0.4857209i,0.4120868+0.1011234i,0.7155712-0.4671717i,-0.7674907+0.2819701i,-0.5339882+1.167918i,-0.7901146-1.437414i,0.4161463-0.6775904i,-0.3384569+0.6679253i,1.211996-0.01987431i,0.05313869-1.108884i,-0.3450478+0.3420402i,0.6036093-0.9271479i,1.385244+1.58668i,0.7700291+0.860868i,0.8064383-0.6774374i,0.1430706+1.396424i,0.8729132-1.018115i,1.137344+0.07317202i,-0.1826621-0.873648i,0.07592119-0.1854924i,-1.320845-1.88106i
-1.330512-0.2092443i,0.2921379+1.012563i,-1.96289+0.6518226i,-0.0005738263-1.214985i,-0.3404192+0.4929946i,-0.2570837+0.5339732i,0.1506013-0.8414629i,-0.2770759+0.567304i,-0.1667173-0.5319226i,0.3819441-0.2152729i,0.3321736+1.178152i,-0.9706637+0.5071557i,0.5347083+0.5323297i,0.4016913+0.2870899i,-1.274752+0.2617313i,1.122276+0.002952841i,-0.9004025-0.4691284i,-0.1492043+1.222202i,-0.271234+0.2986612i,-0.3923635-0.4110709i,0.4750777+0.3885945i,0.4474198-0.4814216i,0.6128213-0.1011283i,-0.9822628-0.3732669i,1.172775-1.149508i,1.439822+0.9489115i,0.975786+0.8099527i,0.4824685+0.3015604i,-0.6151852-0.6577166i,-0.1157099+0.9259533i,-0.5600134+0.8910328i,-1.055955-0.8608192i,0.06825881-0.4438153i,0.1313027+0.06110201i,0.2264121+0.02565169i,0.6143134+0.3505202i,-0.1879554+0.3049355i,0.1517407+0.8008636i,-1.617097+0.7849782i,0.735755-0.1047005i,0.2377533+1.692912i,-0.0434896-0.01070805i,-0.229881-0.3144546i,-0.5799842+2.031123i,0.3300933-0.4324017i,0.5574832-0.2159867i,0.9875939-0.2068116i,0.3969079+0.06383214i,-0.2381895+0.6453762i,-0.1911026-0.3495446i,1.335634-1.840409i,-0.8334127-0.1549349i,0.3260473-0.4521817i,0.6506716+1.219974i,0.5795315+0.08663438i,0.3815621+0.4772296i,0.6534282-0.3301835i,0.5524962+0.6245692i,0.09140404+0.01738234i,-0.1258185+0.5455402i,-0.1064388-0.2779919i,-0.05256567-0.401011i,-0.2571271+0.3465935i,-0.08132811-0.1399059i
-0.6944008-0.8124558i,-0.3112001-0.9663424i,0.1721863+0.8971387i,0.4592997+0.6926342i,-0.7001259-1.043466i,1.1081-1.290625i,-0.1354299+0.0240131i,-0.7139493+0.1061379i,-0.163336+0.4408702i,-1.011772-0.1516919i,1.706554+0.02352894i,0.3415601+0.1564153i,0.2094606+0.3541735i,-0.5337588+1.253936i,-1.223297+0.3577581i,-0.7509111+0.1299802i,0.06110914-0.1678969i,1.425103-0.5100083i,1.207518+0.8617598i,-0.07577298-1.611468i,0.8209507+1.865979i,0.1985646+0.7615304i,0.6474774-0.6766953i,-0.1914969+0.756303i,-0.6941285+0.6867114i,-1.055398+0.05279469i,-0.1648022-0.8896508i,0.7990665-0.2492644i,-1.138762-0.221635i,-0.2353582+0.9161639i,-0.5459771-0.1736552i,-0.03354694-0.3193946i,0.3880986+0.3772933i,0.2203467+0.9921357i,-0.4565313+1.039257i,1.320115-0.08046589i,-1.290755-0.5951723i,-0.2728971-0.7626889i,0.09346884-0.02735667i,0.7237655+0.7793153i,-1.541377+0.2506435i,0.5358776+0.005893535i,-0.7207652-0.0572034i,-0.2307712-0.3758818i,0.163976-0.4905911i,0.512694-0.06684763i,-0.3543723-0.2762856i,1.285786+0.2793411i,-0.381051+0.205979i,0.6430417+0.860165i,0.9210284+0.5790117i,-0.3331112-0.1935559i,-0.5404493+0.4305796i,0.1150286-0.7506142i,0.01766707-0.2717219i,0.8090895+1.266152i,0.3630843+0.09970456i,1.538475+1.010679i,-0.6484784+0.06245358i,-0.3396135+0.6884041i,1.053447+0.2917542i,-0.2644392+1.263273i,0.153884+0.1498974i,0.8277788-0.8097312i
0.4996783+0.07084943i,0.2807221+2.164305i,0.8818594+0.544228i,0.8324516+0.03236291i,0.1758802+0.1807299i,-0.09229436-0.4651401i,1.173296-0.4192387i,1.24996+0.4656425i,-0.7862017-1.554547i,-1.068356-1.192474i,0.4404854-0.5425681i,0.1208627+0.7372708i,0.870039-0.5963811i,-1.577984-0.4811374i,-0.4761464-0.9602544i,0.6114555+0.0435531i,0.7194008-0.08323242i,-0.3818934-0.3442559i,-0.4063333-0.02745175i,-1.868063+0.8332591i,0.34559-0.5843628i,-0.9753988+0.7178065i,0.9930496+0.7458696i,-0.5724259+0.6333977i,1.566786+0.3169882i,-0.2603005-0.9962355i,0.04960786+1.138314i,-1.039252+1.478733i,-0.6124465-0.4179413i,-0.2592514+0.2223855i,1.0404+0.2636355i,-0.02443294-0.1556006i,-0.5596682-0.9450521i,0.2438277+0.511364i,0.3357682-0.04572319i,0.4696444+0.7042732i,-0.2849476-0.01320012i,-0.05578007+1.005986i,0.4320763-0.3141859i,0.03326302+1.026201i,-0.5610669-0.2380117i,0.2916251+0.4786848i,0.6896789-0.9946518i,0.2499727-0.09291146i,0.8803513-0.1459665i,-0.2518698+0.334983i,1.300345+1.283336i,-0.8461499-0.3287991i,0.2189168-0.2589948i,1.123232-0.1228757i,0.1516836+0.5173677i,-0.5877762-0.5572793i,0.1013892-0.5163615i,0.2356708-0.7645165i,0.07981033-0.004313166i,0.2240909+0.03844641i,-0.9100496-0.2262295i,-0.1829111-0.1868111i,-0.1764145+0.06483171i,0.04945653+1.470777i,-0.4314332-0.1958346i,0.335253-0.8471962i,-0.6483975+0.1789303i,-0.3201781+0.3520847i
-0.3814325+0.5844133i,0.9967001-0.6937026i,0.7280147+0.3887588i,0.07868839+1.297114i,0.2798367-0.7465892i,-1.055765-0.6378767i,-0.5181097+0.1040166i,-0.2282696+0.5134683i,0.8300781+0.2785703i,1.475188+1.615044i,-0.0814613+0.8422948i,-0.8489159-0.1976121i,-0.8913463+0.6967573i,-0.1143771+0.1238572i,-0.4357446-1.007637i,0.188935+0.04859509i,-0.05742665+0.7469273i,0.09467233+0.9202031i,0.5167419-0.1565859i,0.1573536+0.149593i,0.3283854-1.231843i,-0.1590765-0.01416724i,-0.5371936+0.4097909i,0.4605926+0.8411326i,-1.444654+0.4138345i,0.05463933+0.3057161i,0.02005177+0.4377131i,-0.5427783-0.03493269i,-0.1247714-0.6770048i,0.3206911+1.224191i,1.040973-0.190815i,-0.4909725-0.5853313i,-0.7170222-0.3792246i,-1.1263+0.2729569i,-0.6117521-0.3405767i,0.2544576+0.63837i,-0.4835863+1.371008i,0.05535762-0.4471283i,-0.02006089-1.157172i,-0.3911165-0.4969895i,-0.1383085-1.017179i,-0.9921595-1.149321i,-1.037078-0.2549624i,0.1480997-1.40303i,-1.333159-1.011529i,0.7522156-1.389258i,0.7889065-1.129628i,0.09288003+1.628672i,0.9370149-1.210132i,-0.06809531-0.503646i,0.8533566-0.5310726i,0.1931745+0.4798954i,-0.08352951-0.5693182i,0.0111359+0.1500394i,0.007194474-0.6243143i,-0.459125-0.9167515i,-1.725039-0.06260325i,-0.2751274+1.485263i,0.2405834-0.3551241i,-0.1286654-0.3331935i,0.04465983+1.07778i,-0.5422066+0.6417577i,1.422028+0.9015551i,-0.3538117-0.2164183i
0.514845-1.000473i,-0.1186812-0.4168541i,-0.3103686-0.0007414885i,0.4520271-0.07999125i,0.309817+0.293733i,-0.3538599-0.8223434i,0.505553-0.7917354i,1.276002-0.2780311i,0.4918324-1.731744i,-1.026537+0.7938181i,-0.6394159+0.1768656i,0.3842941+0.1900623i,-0.8374822-0.1341414i,-0.983044+0.8793456i,0.3724741+1.08155i,-0.3649321+1.799265i,-0.1627361-0.2327266i,0.5624154-0.3791282i,-0.1585257+0.8294898i,-0.4071591-0.06929428i,0.5984641-0.1949912i,-0.03877953-0.03919319i,-0.05444089+0.006781355i,0.3953876-0.7985026i,1.43815+0.662403i,0.4534341+0.8022367i,-0.04495409-0.2323653i,0.2994585-0.7313805i,0.6253484+0.817687i,0.4681177-0.09969817i,0.5222484+0.6530672i,-0.2546679-0.1847732i,-0.8172358-0.8813954i,0.1638968+0.277227i,-0.1667878-0.6719132i,-0.01402226+0.7822893i,-0.9388921+0.7115283i,0.3183533-1.469046i,0.2026482+0.1353499i,-0.5321331-0.3887362i,0.2728829-0.8947502i,0.6710605-0.07859056i,1.617037-0.9241879i,0.4616313+0.4815442i,1.130266-0.8268989i,-0.6713915-1.433466i,-0.1917889-1.176071i,-0.1834083+0.747635i,0.6827711+1.25096i,1.137091+0.6434289i,0.2694429+0.1305934i,0.8306822+0.9143932i,0.7545936-0.1245367i,0.4605108-0.4696423i,-0.414553-0.7135279i,-0.1029584+1.00872i,-0.8889548+0.1384456i,-0.00926816-0.1856765i,1.25926-0.004776287i,-0.5911489+1.301152i,-1.378369-0.1783192i,0.4890488+0.08799536i,-0.1513953+0.2934597i,0.2915817+1.208469i
